Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,pkt_ttl_mean,pkt_ttl_std,pkt_ttl_min,pkt_ttl_max,pkt_win_mean,pkt_win_std,pkt_win_min,pkt_win_max,pkt_payload_min,pkt_payload_max,pkt_payload_var,pkt_payload_skew,pkt_payload_kurtosis,pkt_payload_nonzero_ratio,pkt_framelen_mean,pkt_framelen_std,frag_more_flag_present,frag_dont_flag_present,frag_max_offset,retransmission_count,syn_packet_count,non_tcp_udp_packet_count,subflow_count_raw,packet_count,flow_start_epoch,flag_true_fin,flag_true_syn,flag_true_rst,flag_true_psh,flag_true_ack,flag_true_urg,flag_true_cwr,flag_true_ece,timestamp_window,port_scan_entropy,unique_dst_ports_per_src,port_scan_max_sequential_run,port_scan_sequential_ratio,source_file,profile,t_min,Label
192.168.10.14-52.11.17.245-49528-443-6,192.168.10.14,49528,52.11.17.245,443,6,05/07/2017 08:45:17,5207355,8,5,361.0,3017.0,204.0,0.0,45.125,77.60971496625186,1506.0,0.0,603.4,803.3957928692432,648.6978514044079,2.4964689367250745,433946.25,1404080.2381605303,4890905.0,46.0,5207355.0,743907.8571428572,1829455.3434655007,4890905.0,48.0,176720.0,44180.0,49927.83253857512,89916.0,203.0,3,0,0,0,172.0,104.0,1.5362885764461998,0.9601803602788748,0.0,1506.0,241.2857142857143,529.5590950638419,280432.83516483515,0,5,0,2,12,1,0,0,0,259.84615384615387,45.125,603.4,172.0,0,0,0,0,0,0,0,30.0,0,251.0,8192.0,30016.0,3,20.0,5207355.0,0.0,5207355.0,5207355.0,0.0,0.0,0.0,0.0,168.76923076923077,53.67518645543433,128.0,234.0,46512.769230769234,20689.669363210574,8192.0,64240.0,0.0,1506.0,298577.47435897443,1.869942158141492,1.5803433437074492,0.4615384615384615,317.53846153846155,544.5309319932486,False,True,0,0,2,0,12,13,1499255117.08519,1,2,0,5,12,0,0,0,299851023,1.179623254681943,4,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.1-192.168.10.3-53-61818-17,192.168.10.3,61818,192.168.10.1,53,17,05/07/2017 08:45:17,23597,1,1,62.0,144.0,62.0,62.0,62.0,0.0,144.0,144.0,144.0,0.0,8729.923295334152,84.7565368479044,23597.0,0.0,23597.0,23597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.0,8.0,42.3782684239522,42.3782684239522,62.0,144.0,89.33333333333333,47.34272207354931,2241.333333333333,0,0,0,0,0,0,0,0,1,134.0,62.0,144.0,8.0,0,0,0,0,0,0,1,62.0,1,144.0,-1.0,-1.0,0,8.0,23597.0,0.0,23597.0,23597.0,0.0,0.0,0.0,0.0,191.5,89.80256121069154,128.0,255.0,0.0,0.0,0.0,0.0,62.0,144.0,3362.0,0.0,0.0,1.0,145.0,57.982756057296896,False,False,0,0,0,0,1,2,1499255117.046583,0,0,0,0,0,0,0,0,299851023,4.940709250316447,38,1,0.0297029702970297,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.3-192.168.10.14-53-57524-17,192.168.10.14,57524,192.168.10.3,53,17,05/07/2017 08:45:17,257865,4,2,136.0,214.0,34.0,34.0,34.0,0.0,107.0,107.0,107.0,0.0,1357.2993620692998,23.26798906404514,51573.0,71120.0022602643,140896.0,3.0,140903.0,46967.66666666667,81344.32280333604,140896.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32.0,16.0,15.511992709363426,7.755996354681713,34.0,107.0,54.85714285714285,35.620352662621464,1268.809523809524,0,0,0,0,0,0,0,0,0,64.0,34.0,107.0,32.0,0,0,0,0,0,0,0,27.0,0,42.0,-1.0,-1.0,3,8.0,257865.0,0.0,257865.0,257865.0,0.0,0.0,0.0,0.0,128.0,0.0,128.0,128.0,0.0,0.0,0.0,0.0,34.0,107.0,1421.0666666666666,0.7071067811865475,-1.5000000000000002,1.0,100.33333333333331,37.69703790308553,False,False,0,0,0,0,5,6,1499255117.604524,0,0,0,0,0,0,0,0,299851023,1.179623254681943,4,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
172.217.12.174-192.168.10.14-443-49539-6,192.168.10.14,49539,172.217.12.174,443,6,05/07/2017 08:45:18,118300652,43,70,25867.0,69504.0,5520.0,0.0,601.5581395348838,1473.926393819059,1430.0,0.0,992.914285714286,647.5215119890712,806.1747622489858,0.955193383042386,1056255.8214285714,7823486.831013686,58922033.0,1.0,118300652.0,2816682.1904761908,12678070.999907756,58922033.0,18.0,118207016.0,1713145.1594202898,9949688.598275969,59015469.0,1.0,9,0,0,0,872.0,1412.0,0.3634806678833858,0.5917127151590001,0.0,5520.0,836.5877192982457,1051.5883209041497,1105837.996662009,0,25,0,2,112,0,0,0,1,843.9911504424779,601.5581395348837,992.9142857142856,872.0,0,0,0,0,0,0,0,230.0,0,620.0,8192.0,748.0,14,20.0,222216.66666666663,222803.51044212325,479488.0,93574.0,58817001.0,148537.6788831709,58922033.0,58711969.0,80.92035398230095,37.0636859224672,52.0,128.0,959.5221238938052,4040.974792001981,257.0,42780.0,0.0,5520.0,1109407.3302781286,2.0006834235497326,6.025034236660453,0.6194690265486725,900.3805309734513,1051.355352446342,False,True,0,4,2,0,112,113,1499255118.939211,0,2,0,25,112,0,0,0,299851023,1.179623254681943,4,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
172.217.11.46-192.168.10.14-80-49540-6,192.168.10.14,49540,172.217.11.46,80,6,05/07/2017 08:45:19,115839750,18,15,865.0,1492.0,427.0,0.0,48.05555555555558,137.862024896259,746.0,0.0,99.46666666666664,262.49186835477576,20.347074298761868,0.2848763054132973,3619992.1875,4767894.365669923,10010227.0,65.0,115839750.0,6814102.94117647,4626379.515829798,10046877.0,135.0,111011266.0,7929376.142857143,4208105.152061525,10048771.0,20744.0,2,0,0,0,372.0,444.0,0.1553870756799803,0.1294892297333169,0.0,746.0,69.32352941176471,199.5681277444076,39827.43761140818,0,4,0,2,32,1,0,0,0,71.42424242424242,48.05555555555556,99.46666666666668,372.0,0,0,0,0,0,0,0,27.0,0,46.0,8192.0,351.0,13,20.0,482645.5833333333,1377928.649371846,4828394.0,36645.0,10004363.90909091,17083.26269454723,10010227.0,9953146.0,93.45454545454544,38.4293921604048,52.0,128.0,1825.757575757576,7479.29974592501,255.0,42780.0,0.0,746.0,40917.31439393939,2.658796984058426,5.6013575105944575,0.4545454545454545,132.72727272727272,199.65630980626315,False,True,0,0,2,0,32,33,1499255119.025397,1,2,0,4,32,0,0,0,299851023,1.179623254681943,4,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.14-52.11.17.245-49528-443-6,52.11.17.245,443,192.168.10.14,49528,6,05/07/2017 08:45:22,3,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,10333333.333333334,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40.0,0.0,666666.6666666666,0.0,0.0,31.0,20.666666666666664,17.897858344878397,320.3333333333333,0,1,0,0,2,1,0,0,0,31.0,15.5,0.0,40.0,0,0,0,0,0,0,2,31.0,0,0.0,30016.0,-1.0,0,20.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,234.0,30016.0,0.0,30016.0,30016.0,0.0,31.0,480.5,0.0,0.0,0.5,72.5,17.67766952966369,False,True,0,0,0,0,1,2,1499255122.377258,1,0,0,1,2,0,0,0,299851024,-0.0,1,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.14-72.21.91.29-49543-80-6,192.168.10.14,49543,72.21.91.29,80,6,05/07/2017 08:45:27,115443723,16,14,440.0,796.0,429.0,0.0,27.500000000000004,107.067579904781,796.0,0.0,56.85714285714285,212.73994856228984,10.70651541617382,0.2598668790333451,3980818.03448276,4878458.510619982,10007737.0,53.0,115443723.0,7696248.2,4162134.48660355,10031291.0,76.0,110365969.0,8489689.923076922,3762241.112438823,10035322.0,1285.0,1,0,0,0,332.0,424.0,0.138595668817784,0.121271210215561,0.0,796.0,39.8709677419355,160.04035781337237,25612.91612903226,0,2,0,2,29,1,0,0,0,41.2,27.5,56.85714285714285,332.0,0,0,0,0,0,0,0,15.0,0,27.0,8192.0,288.0,12,20.0,30866.166666666668,23459.53520749111,105271.0,23493.0,9589444.083333332,1428365.2147240632,10007737.0,5054042.0,93.46666666666664,37.54880349196444,54.0,128.0,2709.0666666666666,11953.668148409455,253.0,65535.0,0.0,796.0,26439.47586206897,3.968418231913477,14.721395459699128,0.4333333333333333,103.03333333333332,160.59597696110555,False,True,0,0,2,0,29,30,1499255127.436979,1,2,0,2,29,0,0,0,299851025,1.5920001314822054,4,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.1-192.168.10.3-53-62057-17,192.168.10.3,62057,192.168.10.1,53,17,05/07/2017 08:45:27,60731,1,1,56.0,188.0,56.0,56.0,56.0,0.0,188.0,188.0,188.0,0.0,4017.717475424413,32.93211045429847,60731.0,0.0,60731.0,60731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.0,8.0,16.466055227149234,16.466055227149234,56.0,188.0,100.0,76.2102355330306,5808.0,0,0,0,0,0,0,0,0,1,150.0,56.0,188.0,8.0,0,0,0,0,0,0,1,56.0,1,188.0,-1.0,-1.0,0,8.0,60731.0,0.0,60731.0,60731.0,0.0,0.0,0.0,0.0,191.5,89.80256121069154,128.0,255.0,0.0,0.0,0.0,0.0,56.0,188.0,8712.0,0.0,0.0,1.0,164.0,93.33809511662427,False,False,0,0,0,0,1,2,1499255127.199931,0,0,0,0,0,0,0,0,299851025,2.820039303818098,36,1,0.0488599348534201,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.3-192.168.10.25-3268-49157-6,192.168.10.25,49157,192.168.10.3,3268,6,05/07/2017 08:45:28,96417372,104,53,13434.0,13404.0,1305.0,0.0,129.17307692307688,211.9490432580751,2910.0,0.0,252.9056603773585,458.9276071682659,278.3523284579878,1.628337266856848,618060.0769230769,4815305.522383041,45925719.0,1.0,96417372.0,936090.9902912622,5910564.851245875,45925719.0,1.0,96417169.0,1854176.3269230763,8256540.230215868,45926224.0,3.0,50,0,0,0,3352.0,1712.0,1.0786437946058105,0.5496934722510379,0.0,2910.0,169.86075949367105,320.6829787270903,102837.57284527946,0,100,0,4,155,0,0,0,0,170.94267515923568,129.17307692307693,252.9056603773585,3352.0,0,0,0,0,0,0,0,86.0,0,85.0,65535.0,258.0,50,32.0,268928.0,496752.5571636916,1014026.0,17195.0,31780553.33333333,17655721.029910006,45925719.0,11993404.0,85.6050955414013,30.361446107958272,64.0,128.0,43597.1847133758,30836.321632214927,254.0,65535.0,0.0,2910.0,103310.65694920784,5.338531873522907,36.36672517995743,0.643312101910828,237.19745222929936,321.2874030802992,False,True,0,50,4,0,156,157,1499255128.646319,0,4,0,100,155,0,0,0,299851025,1.5151073010436789,6,1,0.0043956043956043,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
192.168.10.17-206.108.0.132-123-123-17,192.168.10.17,123,206.108.0.132,123,17,05/07/2017 08:45:30,67029082,2,2,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.864428308894339,0.059675589768632,22343027.333333336,38649213.52623099,66971295.0,28872.0,67000167.0,67000167.0,0.0,67000167.0,67000167.0,67000210.0,67000210.0,0.0,67000210.0,67000210.0,0,0,0,0,16.0,16.0,0.029837794884316,0.029837794884316,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,16.0,0,0,0,0,0,0,0,32.0,0,32.0,-1.0,-1.0,1,8.0,28893.5,30.405591591021544,28915.0,28872.0,66971295.0,0.0,66971295.0,66971295.0,59.0,5.773502691896257,54.0,64.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,1.0,90.0,0.0,False,True,0,0,0,0,3,4,1499255130.98087,0,0,0,0,0,0,0,0,299851026,-0.0,1,0,0.0,Wednesday-workingHours,CICIDS2017,1499244300,BENIGN
