Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,pkt_ttl_mean,pkt_ttl_std,pkt_ttl_min,pkt_ttl_max,pkt_win_mean,pkt_win_std,pkt_win_min,pkt_win_max,pkt_payload_min,pkt_payload_max,pkt_payload_var,pkt_payload_skew,pkt_payload_kurtosis,pkt_payload_nonzero_ratio,pkt_framelen_mean,pkt_framelen_std,frag_more_flag_present,frag_dont_flag_present,frag_max_offset,retransmission_count,syn_packet_count,non_tcp_udp_packet_count,subflow_count_raw,packet_count,flow_start_epoch,flag_true_fin,flag_true_syn,flag_true_rst,flag_true_psh,flag_true_ack,flag_true_urg,flag_true_cwr,flag_true_ece,timestamp_window,port_scan_entropy,unique_dst_ports_per_src,port_scan_max_sequential_run,port_scan_sequential_ratio,source_file,profile,t_min,Label
172.16.0.1-192.168.10.50-47758-80-6,172.16.0.1,47758,192.168.10.50,80,6,05/07/2017 10:44:32,146515,3,6,399.0,11595.0,399.0,0.0,133.0,230.36275740666068,4344.0,0.0,1932.5,1754.8314733899665,81861.92540012968,61.42715762891172,18314.375,46615.33454910519,133141.0,4.0,13051.0,6525.5,9222.79374701614,13047.0,4.0,146417.0,29283.4,58327.67946095576,133141.0,16.0,1,0,0,0,104.0,200.0,20.47571920963724,40.95143841927448,0.0,4344.0,1199.4,1618.576274247079,2619789.155555556,0,2,0,2,8,1,0,0,2,1332.6666666666667,133.0,1932.5,104.0,0,0,0,0,0,0,0,49.0,0,1449.0,29200.0,235.0,1,32.0,146515.0,0.0,146515.0,146515.0,0.0,0.0,0.0,0.0,63.333333333333336,1.0,62.0,64.0,6643.666666666667,12720.34711593988,229.0,29200.0,0.0,4344.0,2747462.7499999995,0.7205594691913357,-0.9931656019111,0.5555555555555556,1400.4444444444443,1655.942187329551,False,True,0,0,2,0,8,9,1499262272.400247,1,2,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47834-80-6,172.16.0.1,47834,192.168.10.50,80,6,05/07/2017 10:44:32,152634,3,5,399.0,11595.0,399.0,0.0,133.0,230.36275740666068,5792.0,0.0,2319.0,2423.6297159425985,78580.13286685798,52.41296172543471,21804.85714285714,49965.43204199136,134233.0,8.0,18007.0,9003.5,11287.545548080858,16985.0,1022.0,152614.0,38153.5,64600.39876811907,134233.0,193.0,1,0,0,0,104.0,168.0,19.654860647038014,32.75810107839669,0.0,5792.0,1332.6666666666667,2078.458743877299,4319990.75,0,2,0,2,7,1,0,0,1,1499.25,133.0,2319.0,104.0,0,0,0,0,0,0,0,57.0,0,1656.0,29200.0,235.0,1,32.0,152634.0,0.0,152634.0,152634.0,0.0,0.0,0.0,0.0,63.25,1.035098339013531,62.0,64.0,7444.75,13353.720516876829,229.0,29200.0,0.0,5792.0,4651703.642857143,1.0626466144009097,-0.215913085443852,0.5,1567.25,2155.194571925501,False,True,0,0,2,0,7,8,1499262272.44129,1,2,0,2,7,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47808-80-6,172.16.0.1,47808,192.168.10.50,80,6,05/07/2017 10:44:32,150541,3,6,323.0,11595.0,323.0,0.0,107.66666666666669,186.4841369482491,4344.0,0.0,1932.5,1754.8314733899665,79167.80146272444,59.78437767784192,18817.625,46534.90169735123,133171.0,30.0,17021.0,8510.5,10622.865173765504,16022.0,999.0,150511.0,30102.2,58082.87071676124,133171.0,47.0,1,0,0,0,104.0,200.0,19.92812589261397,39.85625178522794,0.0,4344.0,1191.8,1622.9247124319177,2633884.6222222224,0,2,0,2,8,1,0,0,2,1324.2222222222222,107.66666666666669,1932.5,104.0,0,0,0,0,0,0,0,40.0,0,1449.0,29200.0,235.0,1,32.0,150541.0,0.0,150541.0,150541.0,0.0,0.0,0.0,0.0,63.333333333333336,1.0,62.0,64.0,6643.666666666667,12720.34711593988,229.0,29200.0,0.0,4344.0,2765844.1944444445,0.7233374638869814,-0.9992084378202382,0.5555555555555556,1392.0,1661.493228996134,False,True,0,0,2,0,8,9,1499262272.430275,1,2,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47272-80-6,172.16.0.1,47272,192.168.10.50,80,6,05/07/2017 10:44:32,1003878,4,6,348.0,11595.0,348.0,0.0,87.0,174.0,5792.0,0.0,1932.5,2537.820147291766,11896.86396155708,9.96136980788502,111542.0,334165.5930627808,1002650.0,3.0,1003453.0,334484.3333333334,578648.5778003203,1002650.0,4.0,1191.0,238.2,346.08770564699347,813.0,3.0,1,0,0,0,144.0,200.0,3.984547923154008,5.976821884731013,0.0,5792.0,1085.7272727272727,2043.6304994254265,4176425.618181818,0,2,0,3,8,1,0,0,1,1194.3,87.0,1932.5,144.0,0,0,0,0,0,0,0,38.0,0,1288.0,29200.0,235.0,1,32.0,1003878.0,0.0,1003878.0,1003878.0,0.0,0.0,0.0,0.0,63.2,1.032795558988645,62.0,64.0,8899.3,13953.761747285207,229.0,29200.0,0.0,5792.0,4496396.9,1.4489546420340729,0.41577336026638,0.4,1262.7,2118.9719755894207,False,True,0,1,3,0,9,10,1499262272.14028,1,3,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47744-80-6,172.16.0.1,47744,192.168.10.50,80,6,05/07/2017 10:44:32,999301,4,6,367.0,11595.0,367.0,0.0,91.75,183.5,5792.0,0.0,1932.5,2537.820147291766,11970.367286733426,10.00699488942771,111033.44444444444,332477.96449167543,997641.0,2.0,998998.0,332999.3333333334,575596.6542139846,997641.0,363.0,1602.0,320.4,576.576360944498,1347.0,2.0,1,0,0,0,144.0,200.0,4.002797955771084,6.004196933656626,0.0,5792.0,1087.4545454545453,2042.9525380505715,4173655.072727272,0,2,0,3,8,1,0,0,1,1196.2,91.75,1932.5,144.0,0,0,0,0,0,0,0,40.0,0,1288.0,29200.0,235.0,1,32.0,999301.0,0.0,999301.0,999301.0,0.0,0.0,0.0,0.0,63.2,1.032795558988645,62.0,64.0,8899.3,13953.761747285207,229.0,29200.0,0.0,5792.0,4492859.733333332,1.4483223837038257,0.4154022145279299,0.4,1264.6,2118.134776951961,False,True,0,1,3,0,9,10,1499262272.393287,1,3,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47476-80-6,172.16.0.1,47476,192.168.10.50,80,6,05/07/2017 10:44:32,998118,4,5,352.0,11595.0,352.0,0.0,88.0,176.0,5803.0,0.0,2319.0,3175.423908708883,11969.526649153708,9.016969937422228,124764.75,352296.1028164275,996653.0,3.0,997597.0,332532.3333333334,575145.3904895121,996653.0,313.0,1409.0,352.25,403.7997647349488,933.0,3.0,1,0,0,0,144.0,168.0,4.007542194409879,5.009427743012349,0.0,5803.0,1194.6999999999998,2428.3715645583475,5896988.455555555,0,2,0,3,7,1,0,0,1,1327.4444444444443,88.0,2319.0,144.0,0,0,0,0,0,0,0,44.0,0,1449.0,29200.0,235.0,1,32.0,998118.0,0.0,998118.0,998118.0,0.0,0.0,0.0,0.0,63.11111111111112,1.0540925533894607,62.0,64.0,9862.0,14443.66637145846,229.0,29200.0,0.0,5803.0,6435874.777777778,1.3290904664826466,-0.222654154417289,0.3333333333333333,1396.111111111111,2535.3355026724,False,True,0,1,3,0,8,9,1499262272.25028,1,3,0,2,7,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47788-80-6,172.16.0.1,47788,192.168.10.50,80,6,05/07/2017 10:44:32,285421,4,5,614.0,11595.0,307.0,0.0,153.5,177.2465326412151,7240.0,0.0,2319.0,3331.6381856378102,42775.40895729467,31.532367975727087,35677.625,74518.06097074242,213979.0,51.0,229987.0,76662.33333333333,119125.0363665562,213979.0,1013.0,285364.0,71341.0,108896.9730433312,229981.0,64.0,2,0,0,0,136.0,168.0,14.014385766989816,17.51798220873727,0.0,7240.0,1220.9,2507.114031444654,6285620.766666666,0,3,0,2,8,1,0,0,1,1356.5555555555557,153.5,2319.0,136.0,0,0,0,0,0,0,0,76.0,0,1449.0,29200.0,235.0,2,32.0,285421.0,0.0,285421.0,285421.0,0.0,0.0,0.0,0.0,63.11111111111112,1.0540925533894607,62.0,64.0,6643.0,12720.725126737076,229.0,29200.0,0.0,7240.0,6864296.027777778,1.5893057342904595,0.8711733877739762,0.5555555555555556,1424.3333333333333,2618.9467825826478,False,True,0,1,2,0,8,9,1499262272.417298,1,2,0,3,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-46584-80-6,172.16.0.1,46584,192.168.10.50,80,6,05/07/2017 10:44:32,72,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27777.777777777777,72.0,0.0,72.0,72.0,72.0,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,27777.777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0.0,0,0.0,251.0,-1.0,0,32.0,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,True,0,0,0,0,1,2,1499262272.772179,1,0,0,0,2,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-43542-80-6,172.16.0.1,43542,192.168.10.50,80,6,05/07/2017 10:44:32,233162,4,5,728.0,11595.0,364.0,0.0,182.0,210.15549798502377,7240.0,0.0,2319.0,3331.6381856378102,52851.66536571139,38.59977183245984,29145.250000000007,75331.41766648798,215017.0,5.0,232008.0,77336.0,119537.15703077432,215017.0,5.0,233102.0,58275.49999999999,115854.53892849144,232057.0,193.0,2,0,0,0,136.0,168.0,17.155454147759926,21.444317684699907,0.0,7240.0,1232.3,2502.607886452317,6263046.233333333,0,3,0,2,8,1,0,0,1,1369.2222222222222,182.0,2319.0,136.0,0,0,0,0,0,0,0,91.0,0,1449.0,29200.0,235.0,2,32.0,233162.0,0.0,233162.0,233162.0,0.0,0.0,0.0,0.0,63.11111111111112,1.0540925533894607,62.0,64.0,6643.0,12720.725126737076,229.0,29200.0,0.0,7240.0,6835015.444444444,1.5867586875002548,0.8701745173481981,0.5555555555555556,1437.0,2613.340965124911,False,True,0,1,2,0,8,9,1499262272.507303,1,2,0,3,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47402-80-6,192.168.10.50,80,172.16.0.1,47402,6,05/07/2017 10:44:32,135589,7,3,11595.0,306.0,5792.0,0.0,1656.428571428571,1947.6382156467405,306.0,0.0,102.0,176.6691823720255,87772.60692239046,73.7522955401987,15065.444444444443,42792.40858525934,129100.0,3.0,135589.0,22598.166666666668,52228.17205078756,129100.0,46.0,5930.0,2965.0,2784.586504312624,4934.0,996.0,1,0,0,0,232.0,104.0,51.626606878139086,22.12568866205961,0.0,5792.0,1081.909090909091,1708.3293859525718,2918389.290909091,0,2,0,2,9,1,0,0,0,1190.1,1656.428571428571,102.0,232.0,0,0,0,0,0,0,0,1288.0,0,34.0,28960.0,229.0,5,32.0,135589.0,0.0,135589.0,135589.0,0.0,0.0,0.0,0.0,63.400000000000006,0.9660917830792956,62.0,64.0,6002.8,12162.884131652329,229.0,29200.0,0.0,5792.0,3099590.3222222226,1.9336442278394403,2.8742843105261366,0.6,1257.7,1759.3664295232345,False,True,0,0,2,0,9,10,1499262272.224347,1,2,0,2,9,0,0,0,299852454,11.274968704172066,2505,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,BENIGN
172.16.0.1-192.168.10.50-47426-80-6,172.16.0.1,47426,192.168.10.50,80,6,05/07/2017 10:44:32,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0.0,0,0.0,251.0,-1.0,0,32.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,True,0,0,0,0,1,2,1499262272.38229,1,0,0,0,2,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47428-80-6,172.16.0.1,47428,192.168.10.50,80,6,05/07/2017 10:44:32,144712,3,5,297.0,11595.0,297.0,0.0,99.0,171.47302994931886,8688.0,0.0,2319.0,3774.237538894445,82177.01365470728,55.2822157112057,20673.14285714285,49346.53467208064,132221.0,90.0,12017.0,6008.5,7111.372898393109,11037.0,980.0,144569.0,36142.25,64292.44363259185,132221.0,192.0,1,0,0,0,104.0,168.0,20.730830891702137,34.55138481950356,0.0,8688.0,1321.3333333333333,2920.68472280046,8530399.25,0,2,0,2,7,1,0,0,1,1486.5,99.0,2319.0,104.0,0,0,0,0,0,0,0,42.0,0,1656.0,29200.0,235.0,1,32.0,144712.0,0.0,144712.0,144712.0,0.0,0.0,0.0,0.0,63.25,1.035098339013531,62.0,64.0,7444.75,13353.720516876829,229.0,29200.0,0.0,8688.0,9468433.142857144,1.877862834226656,1.9531544126952936,0.5,1554.5,3075.979751001529,False,True,0,0,2,0,7,8,1499262272.22726,1,2,0,2,7,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-43420-80-6,172.16.0.1,43420,192.168.10.50,80,6,05/07/2017 10:44:32,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0.0,0,0.0,274.0,-1.0,0,32.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,True,0,0,0,0,1,2,1499262272.282271,1,0,0,0,2,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47306-80-6,172.16.0.1,47306,192.168.10.50,80,6,05/07/2017 10:44:32,151707,3,5,347.0,11595.0,347.0,0.0,115.66666666666669,200.34054340880013,7240.0,0.0,2319.0,3003.17115729357,78717.5278662158,52.73322918520569,21672.42857142857,52049.48089032571,139362.0,57.0,12017.0,6008.5,7077.431772896154,11013.0,1004.0,151645.0,37911.25,67866.41075119561,139362.0,57.0,1,0,0,0,104.0,168.0,19.774960944452133,32.958268240753554,0.0,7240.0,1326.888888888889,2430.0116997889354,5904956.861111111,0,2,0,2,7,1,0,0,1,1492.75,115.66666666666669,2319.0,104.0,0,0,0,0,0,0,0,49.0,0,1656.0,29200.0,235.0,1,32.0,151707.0,0.0,151707.0,151707.0,0.0,0.0,0.0,0.0,63.25,1.035098339013531,62.0,64.0,7444.75,13353.720516876829,229.0,29200.0,0.0,7240.0,6465563.071428572,1.652178585409694,1.3610217657242094,0.5,1560.7499999999998,2541.407638635385,False,True,0,0,2,0,7,8,1499262272.158303,1,2,0,2,7,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47282-80-6,172.16.0.1,47282,192.168.10.50,80,6,05/07/2017 10:44:32,145858,3,7,355.0,11595.0,355.0,0.0,118.33333333333331,204.95934556231717,4344.0,0.0,1656.4285714285716,1946.274720000824,81928.99943780938,68.55983216553086,16206.444444444443,43751.819282491306,132325.0,6.0,12994.0,6497.0,9179.66023336376,12988.0,6.0,145817.0,24302.833333333336,53170.48632621924,132325.0,49.0,1,0,0,0,104.0,232.0,20.56794964965926,47.9918825158716,0.0,4344.0,1086.3636363636365,1705.2325514560923,2907818.054545454,0,2,0,2,9,1,0,0,2,1195.0,118.33333333333331,1656.428571428571,104.0,0,0,0,0,0,0,0,39.0,0,1288.0,29200.0,235.0,1,32.0,145858.0,0.0,145858.0,145858.0,0.0,0.0,0.0,0.0,63.400000000000006,0.9660917830792956,62.0,64.0,6002.8,12162.884131652329,229.0,29200.0,0.0,4344.0,3086664.0000000005,1.153436167081283,-0.3139419227571065,0.6,1262.6,1755.6840515562271,False,True,0,0,2,0,9,10,1499262272.147295,1,2,0,2,9,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47656-80-6,172.16.0.1,47656,192.168.10.50,80,6,05/07/2017 10:44:32,144550,3,6,368.0,11595.0,368.0,0.0,122.66666666666669,212.46489906178223,4344.0,0.0,1932.5,1977.812908239806,82760.29055690071,62.262193012798335,18068.75,45897.54670303351,131206.0,29.0,12989.0,6494.5,7795.852262581687,12007.0,982.0,144455.0,28891.0,57464.37147485388,131206.0,48.0,1,0,0,0,104.0,200.0,20.754064337599445,41.50812867519889,0.0,4344.0,1196.3,1757.211936246988,3087793.7888888884,0,2,0,2,8,1,0,0,2,1329.2222222222222,122.66666666666669,1932.5,104.0,0,0,0,0,0,0,0,46.0,0,1449.0,29200.0,235.0,1,32.0,144550.0,0.0,144550.0,144550.0,0.0,0.0,0.0,0.0,63.333333333333336,1.0,62.0,64.0,6643.666666666667,12720.34711593988,229.0,29200.0,0.0,4344.0,3274999.444444444,0.9960015333109958,-0.6589214315021801,0.5555555555555556,1397.0,1808.229797343247,False,True,0,0,2,0,8,9,1499262272.345296,1,2,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47702-80-6,172.16.0.1,47702,192.168.10.50,80,6,05/07/2017 10:44:32,142594,3,6,356.0,11595.0,356.0,0.0,118.66666666666669,205.5366958315068,5792.0,0.0,1932.5,2181.008184303764,83811.38056299704,63.11626015119851,17824.25,45604.4701779802,130306.0,15.0,11982.0,5991.0,7045.61196774276,10973.0,1009.0,142543.0,28508.6,57137.333594594704,130306.0,51.0,1,0,0,0,104.0,200.0,21.03875338373284,42.07750676746567,0.0,5792.0,1195.1,1886.6612750217423,3559490.766666667,0,2,0,2,8,1,0,0,2,1327.888888888889,118.66666666666669,1932.5,104.0,0,0,0,0,0,0,0,44.0,0,1449.0,29200.0,235.0,1,32.0,142594.0,0.0,142594.0,142594.0,0.0,0.0,0.0,0.0,63.333333333333336,1.0,62.0,64.0,6643.666666666667,12720.34711593988,229.0,29200.0,0.0,5792.0,3806057.111111111,1.4752150314576882,1.0450025515366868,0.5555555555555556,1395.6666666666667,1949.553282164917,False,True,0,0,2,0,8,9,1499262272.371317,1,2,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47570-80-6,172.16.0.1,47570,192.168.10.50,80,6,05/07/2017 10:44:32,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0.0,0,0.0,251.0,-1.0,0,32.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,251.0,0.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,True,0,0,0,0,1,2,1499262272.457309,1,0,0,0,2,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47536-80-6,172.16.0.1,47536,192.168.10.50,80,6,05/07/2017 10:44:32,137696,3,6,328.0,11595.0,328.0,0.0,109.33333333333331,189.37088829419724,4344.0,0.0,1932.5,1977.812908239806,86589.29816407157,65.3613757843365,17212.0,43832.60446614728,125204.0,5.0,12030.0,6015.0,8499.423509862301,12025.0,5.0,137629.0,27525.8,54849.91561707274,125204.0,58.0,1,0,0,0,104.0,200.0,21.7871252614455,43.574250522891,0.0,4344.0,1192.3000000000002,1759.3511461773503,3095316.455555556,0,2,0,2,8,1,0,0,2,1324.7777777777778,109.33333333333331,1932.5,104.0,0,0,0,0,0,0,0,41.0,0,1449.0,29200.0,235.0,1,32.0,137696.0,0.0,137696.0,137696.0,0.0,0.0,0.0,0.0,63.333333333333336,1.0,62.0,64.0,6643.666666666667,12720.34711593988,229.0,29200.0,0.0,4344.0,3284789.4444444445,0.996781769583958,-0.6605546056113747,0.5555555555555556,1392.5555555555557,1810.9397499027343,False,True,0,0,2,0,8,9,1499262272.282271,1,2,0,2,8,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47574-80-6,172.16.0.1,47574,192.168.10.50,80,6,05/07/2017 10:44:32,141650,3,7,328.0,11595.0,328.0,0.0,109.33333333333331,189.37088829419724,5792.0,0.0,1656.428571428571,2118.22723498864,84172.25555947759,70.5965407695023,15738.888888888889,42347.25887659213,128092.0,4.0,13002.0,6501.0,9188.145514737998,12998.0,4.0,141617.0,23602.833333333336,51449.43501892578,128092.0,48.0,1,0,0,0,104.0,232.0,21.17896223085069,49.4175785386516,0.0,5792.0,1083.909090909091,1825.150539245761,3331174.490909091,0,2,0,2,9,1,0,0,2,1192.3,109.33333333333331,1656.428571428571,104.0,0,0,0,0,0,0,0,36.0,0,1288.0,29200.0,235.0,1,32.0,141650.0,0.0,141650.0,141650.0,0.0,0.0,0.0,0.0,63.400000000000006,0.9660917830792956,62.0,64.0,6002.8,12162.884131652329,229.0,29200.0,0.0,5792.0,3557711.1222222224,1.6270351061205572,1.5516213045833425,0.6,1259.9,1885.068489766648,False,True,0,0,2,0,9,10,1499262272.302287,1,2,0,2,9,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47142-80-6,172.16.0.1,47142,192.168.10.50,80,6,05/07/2017 10:44:32,987,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.3424518743668,987.0,0.0,987.0,987.0,987.0,987.0,0.0,987.0,987.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64.0,0.0,2026.3424518743668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0.0,0,0.0,274.0,-1.0,0,32.0,987.0,0.0,987.0,987.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,62.0,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,False,True,0,0,0,0,1,2,1499262272.4313,1,0,0,0,2,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
172.16.0.1-192.168.10.50-47934-80-6,172.16.0.1,47934,192.168.10.50,80,6,05/07/2017 10:44:32,98360860,9,7,346.0,11595.0,346.0,0.0,38.44444444444444,115.33333333333331,4344.0,0.0,1656.428571428571,1757.5790031691183,121.39991455951076,0.1626663288629237,6557390.666666667,25376584.26685417,98288256.0,1.0,98300246.0,12287530.750000002,34749540.785735205,98288256.0,1.0,71406.0,11901.0,23981.035915906552,60059.0,47.0,1,0,0,0,296.0,232.0,0.0914998099853946,0.0711665188775291,0.0,4344.0,702.4117647058823,1357.2262642437115,1842063.1323529407,1,2,0,2,15,1,0,0,0,746.3125,38.44444444444444,1656.428571428571,296.0,0,0,0,0,0,0,0,23.0,0,773.0,251.0,235.0,1,32.0,36302.0,49925.981392457375,71605.0,999.0,98288256.0,0.0,98288256.0,98288256.0,62.87500000000001,1.024695076595959,62.0,64.0,3882.75,9836.325265734828,229.0,29200.0,0.0,4344.0,1929919.4291666665,1.5963697772927918,1.0839151199755015,0.375,813.3125000000001,1388.644937520027,False,True,0,0,2,0,15,16,1499262272.658272,1,2,1,2,15,0,0,0,299852454,0.0056288818878192,3,0,0.0,Wednesday-workingHours,CICIDS2017,1499251440,DoS Hulk
